author,description
Петров Георгій Петров.,"Етюд з берізками. 1973. Папір, акварель. 41,5х35,5"
Петров Георгій Петров.,"Сонячний день. Гідропарк. 1999. Папір, акварель. 35,6х42"
Петров Георгій Петров.,"Тьмяний світ сонечка. 1974. Папір, акварель. 30,5х42"
Петров Георгій Петров.,"Тюльпани. 1970. Папір, акварель. 49х32"
Петров Георгій Петров.,"Осінь. 1968. Папір, акварель. 31,5х40,5"
Петров Георгій Петров.,"Тополя. 1975. Папір, акварель. 34,5х37"
Петров Георгій Петров.,"На дворі. Етюд. 2010. Папір, акварель. 32х37,5"
Петров Георгій Петров.,"Вітряно. 1997. Папір, акварель. 28х47"
Петров Георгій Петров.,"Солома у полі. 2010. Папір, акварель. 30,5х38,3"
Петров Георгій Петров.,"Тихий вечір. 2010. Папір, акварель. 35,5х43,5"
Петров Георгій Петров.,"У селі Кам’янка. 2009. Папір, акварель. 32х44"
Петров Георгій Петров.,"Експеримент. 1974. Папір, акварель, гумовий клей. 29,5х33,5"
Петров Георгій Петров.,"Осінній етюд. 1987. Папір, акварель. 36х39"
Петров Георгій Петров.,"Жінка у береті. 1959. Папір, акварель. 42х37"
Петров Георгій Петров.,"Білий корабель у херсонському порту. Етюд. 1962. Папір, акварель. 29,7х41,7"
Петров Георгій Петров.,"Дівчинка з нашого двора. Етюд. 1978. Папір, акварель. 44,5х36"
Петров Георгій Петров.,"Художник – оформлювач Володимир Дяченко. Етюд. 1965. Папір, акварель. 46х32"
Петров Георгій Петров.,"Натюрморт з дитячим малюнком. 2011. Папір, акварель. 40,5х30,3"
Петров Георгій Петров.,"Стежка до хати. 2011. Папір, акварель. 33х45,5"
Петров Георгій Петров.,"Літо в Карпатах. 2010. Папір, акварель. 28х44,5"
Петров Георгій Петров.,"Полудень. 2005. Папір, акварель.19х16,6"
Петров Георгій Петров.,"Вечір. 1969. Папір, акварель. 36х48"
Петров Георгій Петров.,"Понад Інгульцем. Сірий день. 2010. Папір, акварель. 33х50"
Петров Георгій Петров.,"Околиця села Федорівка. 2007. Папір, акварель. 14,5х27,8"
Петров Георгій Петров.,"На берегу. 2010. Папір, акварель. 14х25"
Петров Іван Семенович,"Сиваш. 1920. Папір, кольорова ліногравюра. 20,5х48"
"Петров Леонід Г., Петрова Вален. В.",Будівельники. 1964. Папір. офорт. 65х50
"Петров Леонід Г., Петрова Вален. В.","Про світ. 1961. Папір, літографія. 36х35"
"Петров Леонід Г., Петрова Вален. В.","Лучниця. 1975. Папір, кольоровий офорт. 63,5х48,5"
"Петров Леонід Г., Петрова Вален. В.","Лучниця. 1975. Папір, офорт. 64х49"
"Петров Леонід Г., Петрова Вален. В.","Соціолог. 1975. Папір, офорт. 65х49"
Петров Олександр Серг.,"Дівочий перекур. Серія «Курська магнітна аномалія». Папір, літографія. 33х85"
Петров Олександр Серг.,"Працюють підривники. Серія «Курська магнітна аномалія». Папір, літографія. 33х85"
